Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10001_001,SE_A00001_001,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,PCT_SE_A10024_002,PCT_SE_A10024_003,PCT_SE_A10024_004,PCT_SE_A10024_005,PCT_SE_A10024_006,PCT_SE_A10024_007,PCT_SE_A10024_008,SE_A10003_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,PCT_SE_A10044_002,PCT_SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,PCT_SE_A10047_002,PCT_SE_A10047_003,PCT_SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,PCT_SE_A10055_002,PCT_SE_A10055_003,PCT_SE_A10055_004,PCT_SE_A10055_005,PCT_SE_A10055_006,PCT_SE_A10055_007,PCT_SE_A10055_008,PCT_SE_A10055_009,PCT_SE_A10055_010,PCT_SE_A10055_011,SE_A10036_001,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,PCT_SE_A18001_002,PCT_SE_A18001_003,PCT_SE_A18001_004,PCT_SE_A18001_005,PCT_SE_A18001_006,PCT_SE_A18001_007,PCT_SE_A18001_008,PCT_SE_A18001_009,SE_A18009_001
"ACSSF","pa","140","00","0008896",,,,,"42","101",,,"008601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008601","Census Tract 86.01",,,"Census Tract 86.01, Philadelphia County, Pennsylvania","42101008601","252482","0",,,,,,,,1805,3567,1537,601,476,125,32,93,936,440,496,39.1,30.97,8.13,2.08,6.05,60.9,28.63,32.27,1537,644,340,364,45,23,18,103,41.9,22.12,23.68,2.93,1.5,1.17,6.7,2.3,1537,350,1187,22.77,77.23,350,164,186,46.86,53.14,1805,1537,268,85.15,14.85,268,41,0,227,15.3,0,84.7,1805,341,14,327,159,143,290,132,84,656,0,0,18.89,0.78,18.12,8.81,7.92,16.07,7.31,4.65,36.34,0,0,1537,0,12,30,34,68,41,100,72,105,1075,0,0.78,1.95,2.21,4.42,2.67,6.51,4.68,6.83,69.94,372300,1187,19,0,181,158,153,180,419,77,1.6,0,15.25,13.31,12.89,15.16,35.3,6.49,1365
"ACSSF","pa","140","00","0008897",,,,,"42","101",,,"008602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008602","Census Tract 86.02",,,"Census Tract 86.02, Philadelphia County, Pennsylvania","42101008602","369141","0",,,,,,,,1764,3096,1543,555,182,373,108,265,988,656,332,35.97,11.8,24.17,7,17.17,64.03,42.51,21.52,1543,671,609,150,37,53,22,1,43.49,39.47,9.72,2.4,3.43,1.43,0.06,1.99,1543,204,1339,13.22,86.78,204,47,157,23.04,76.96,1764,1543,221,87.47,12.53,221,21,0,200,9.5,0,90.5,1764,450,36,414,187,178,183,160,171,435,0,0,25.51,2.04,23.47,10.6,10.09,10.37,9.07,9.69,24.66,0,0,1543,0,129,0,136,171,110,121,180,109,587,0,8.36,0,8.81,11.08,7.13,7.84,11.67,7.06,38.04,289400,1339,142,76,112,124,351,313,168,53,10.6,5.68,8.36,9.26,26.21,23.38,12.55,3.96,1153
"ACSSF","pa","140","00","0008898",,,,,"42","101",,,"008701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008701","Census Tract 87.01",,,"Census Tract 87.01, Philadelphia County, Pennsylvania","42101008701","259543","0",,,,,,,,2058,3178,1773,446,328,118,0,118,1327,468,859,25.16,18.5,6.66,0,6.66,74.84,26.4,48.45,1773,1018,370,218,117,50,0,0,57.42,20.87,12.3,6.6,2.82,0,0,1.79,1773,267,1506,15.06,84.94,267,87,180,32.58,67.42,2058,1773,285,86.15,13.85,285,31,0,254,10.88,0,89.12,2058,461,42,419,68,554,510,237,106,122,0,0,22.4,2.04,20.36,3.3,26.92,24.78,11.52,5.15,5.93,0,0,1773,0,0,0,31,55,160,114,193,37,1183,0,0,0,1.75,3.1,9.02,6.43,10.89,2.09,66.72,376700,1506,0,30,153,207,582,143,347,44,0,1.99,10.16,13.75,38.65,9.5,23.04,2.92,1156
"ACSSF","pa","140","00","0008899",,,,,"42","101",,,"008702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008702","Census Tract 87.02",,,"Census Tract 87.02, Philadelphia County, Pennsylvania","42101008702","283544","0",,,,,,,,1868,2896,1589,209,163,46,0,46,1380,494,886,13.15,10.26,2.89,0,2.89,86.85,31.09,55.76,1589,1137,201,122,93,24,12,0,71.55,12.65,7.68,5.85,1.51,0.76,0,1.59,1589,144,1445,9.06,90.94,144,124,20,86.11,13.89,1868,1589,279,85.06,14.94,279,36,0,243,12.9,0,87.1,1868,121,14,107,192,32,525,154,295,549,0,0,6.48,0.75,5.73,10.28,1.71,28.1,8.24,15.79,29.39,0,0,1589,0,149,38,73,118,51,52,58,0,1050,0,9.38,2.39,4.59,7.43,3.21,3.27,3.65,0,66.08,643400,1445,0,0,30,422,428,391,122,52,0,0,2.08,29.2,29.62,27.06,8.44,3.6,1158
"ACSSF","pa","140","00","0008900",,,,,"42","101",,,"008801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008801","Census Tract 88.01",,,"Census Tract 88.01, Philadelphia County, Pennsylvania","42101008801","184674","0",,,,,,,,553,2069,356,47,43,4,0,4,309,186,123,13.2,12.08,1.12,0,1.12,86.8,52.25,34.55,356,194,138,14,3,0,0,7,54.49,38.76,3.93,0.84,0,0,1.97,1.76,356,0,356,0,100,0,0,0,,,553,356,197,64.38,35.62,197,12,0,185,6.09,0,93.91,553,6,0,6,32,0,14,7,28,459,7,0,1.08,0,1.08,5.79,0,2.53,1.27,5.06,83,1.27,0,356,46,214,19,0,0,32,0,3,5,37,12.92,60.11,5.34,0,0,8.99,0,0.84,1.4,10.39,,349,0,0,0,11,28,23,56,231,0,0,0,3.15,8.02,6.59,16.05,66.19,2241
"ACSSF","pa","140","00","0008901",,,,,"42","101",,,"008802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008802","Census Tract 88.02",,,"Census Tract 88.02, Philadelphia County, Pennsylvania","42101008802","395055","0",,,,,,,,1892,5766,1406,291,79,212,0,212,1115,663,452,20.7,5.62,15.08,0,15.08,79.3,47.16,32.15,1406,873,210,146,49,31,40,57,62.09,14.94,10.38,3.49,2.2,2.84,4.05,2.2,1406,92,1314,6.54,93.46,92,0,92,0,100,1892,1406,486,74.31,25.69,486,104,0,382,21.4,0,78.6,1892,357,8,349,42,200,172,87,311,723,0,0,18.87,0.42,18.45,2.22,10.57,9.09,4.6,16.44,38.21,0,0,1406,0,86,82,103,59,166,107,36,14,753,0,6.12,5.83,7.33,4.2,11.81,7.61,2.56,1,53.56,,1314,0,131,5,207,327,214,262,168,0,9.97,0.38,15.75,24.89,16.29,19.94,12.79,1240
"ACSSF","pa","140","00","0008902",,,,,"42","101",,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009000","Census Tract 90",,,"Census Tract 90, Philadelphia County, Pennsylvania","42101009000","525631","0",,,,,,,,1421,6502,1202,186,142,44,11,33,1016,561,455,15.47,11.81,3.66,0.92,2.75,84.53,46.67,37.85,1202,525,385,135,113,11,0,33,43.68,32.03,11.23,9.4,0.92,0,2.75,2.3,1202,97,1105,8.07,91.93,97,87,10,89.69,10.31,1421,1202,219,84.59,15.41,219,46,0,173,21,0,79,1421,224,39,185,126,197,253,142,65,414,0,0,15.76,2.74,13.02,8.87,13.86,17.8,9.99,4.57,29.13,0,0,1202,0,208,0,111,77,51,98,30,44,583,0,17.3,0,9.23,6.41,4.24,8.15,2.5,3.66,48.5,551200,1105,0,33,24,258,243,209,136,202,0,2.99,2.17,23.35,21.99,18.91,12.31,18.28,1244
"ACSSF","pa","140","00","0008903",,,,,"42","101",,,"009100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009100","Census Tract 91",,,"Census Tract 91, Philadelphia County, Pennsylvania","42101009100","425574","0",,,,,,,,2119,2901,1641,348,291,57,9,48,1293,525,768,21.21,17.73,3.47,0.55,2.93,78.79,31.99,46.8,1641,933,501,199,0,0,8,0,56.86,30.53,12.13,0,0,0.49,0,1.67,1641,262,1379,15.97,84.03,262,177,85,67.56,32.44,2119,1641,478,77.44,22.56,478,48,0,430,10.04,0,89.96,2119,384,0,384,153,379,237,32,179,755,0,0,18.12,0,18.12,7.22,17.89,11.18,1.51,8.45,35.63,0,0,1641,0,330,84,102,31,102,155,99,79,659,0,20.11,5.12,6.22,1.89,6.22,9.45,6.03,4.81,40.16,401800,1379,215,222,24,178,128,107,183,322,15.59,16.1,1.74,12.91,9.28,7.76,13.27,23.35,1099
"ACSSF","pa","140","00","0008904",,,,,"42","101",,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009200","Census Tract 92",,,"Census Tract 92, Philadelphia County, Pennsylvania","42101009200","512010","0",,,,,,,,1741,3489,1487,681,278,403,97,306,806,408,398,45.8,18.7,27.1,6.52,20.58,54.2,27.44,26.77,1487,626,395,207,148,94,17,0,42.1,26.56,13.92,9.95,6.32,1.14,0,2.34,1487,555,932,37.32,62.68,555,68,487,12.25,87.75,1741,1487,254,85.41,14.59,254,0,0,254,0,0,100,1741,674,91,583,121,352,147,86,25,336,0,0,38.71,5.23,33.49,6.95,20.22,8.44,4.94,1.44,19.3,0,0,1487,0,158,87,59,39,115,211,240,17,561,0,10.63,5.85,3.97,2.62,7.73,14.19,16.14,1.14,37.73,230700,924,126,120,166,126,142,90,115,39,13.64,12.99,17.97,13.64,15.37,9.74,12.45,4.22,896
"ACSSF","pa","140","00","0008905",,,,,"42","101",,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009300","Census Tract 93",,,"Census Tract 93, Philadelphia County, Pennsylvania","42101009300","401596","0",,,,,,,,2602,5171,2156,1081,340,741,232,509,1075,524,551,50.14,15.77,34.37,10.76,23.61,49.86,24.3,25.56,2156,980,520,296,140,142,66,12,45.45,24.12,13.73,6.49,6.59,3.06,0.56,2.4,2156,1308,848,60.67,39.33,1308,38,1270,2.91,97.09,2602,2156,446,82.86,17.14,446,81,0,365,18.16,0,81.84,2602,1821,59,1762,340,226,74,0,86,47,8,0,69.98,2.27,67.72,13.07,8.69,2.84,0,3.31,1.81,0.31,0,2156,0,0,64,53,29,32,105,81,155,1637,0,0,2.97,2.46,1.35,1.48,4.87,3.76,7.19,75.93,90400,821,0,113,78,367,58,156,49,0,0,13.76,9.5,44.7,7.06,19,5.97,0,891
"ACSSF","pa","140","00","0008906",,,,,"42","101",,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009400","Census Tract 94",,,"Census Tract 94, Philadelphia County, Pennsylvania","42101009400","366714","0",,,,,,,,2126,3895,1803,946,172,774,130,644,857,276,581,52.47,9.54,42.93,7.21,35.72,47.53,15.31,32.22,1803,831,402,388,52,20,79,31,46.09,22.3,21.52,2.88,1.11,4.38,1.72,2.16,1803,571,1232,31.67,68.33,571,17,554,2.98,97.02,2126,1803,323,84.81,15.19,323,48,27,248,14.86,8.36,76.78,2126,1580,93,1487,109,21,55,53,74,234,0,0,74.32,4.37,69.94,5.13,0.99,2.59,2.49,3.48,11.01,0,0,1803,0,55,0,154,48,91,223,230,278,724,0,3.05,0,8.54,2.66,5.05,12.37,12.76,15.42,40.16,74900,1198,268,303,105,199,209,41,73,0,22.37,25.29,8.76,16.61,17.45,3.42,6.09,0,664
"ACSSF","pa","140","00","0008907",,,,,"42","101",,,"009500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009500","Census Tract 95",,,"Census Tract 95, Philadelphia County, Pennsylvania","42101009500","319094","0",,,,,,,,1772,3436,1569,714,62,652,10,642,855,334,521,45.51,3.95,41.56,0.64,40.92,54.49,21.29,33.21,1569,759,396,173,66,175,0,0,48.37,25.24,11.03,4.21,11.15,0,0,2.19,1569,626,943,39.9,60.1,626,0,626,0,100,1772,1569,203,88.54,11.46,203,39,0,164,19.21,0,80.79,1772,1511,105,1406,176,85,0,0,0,0,0,0,85.27,5.93,79.35,9.93,4.8,0,0,0,0,0,0,1569,0,0,0,35,0,363,0,161,287,723,0,0,0,2.23,0,23.14,0,10.26,18.29,46.08,66600,924,42,263,61,148,229,159,22,0,4.55,28.46,6.6,16.02,24.78,17.21,2.38,0,891
"ACSSF","pa","140","00","0008908",,,,,"42","101",,,"009600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009600","Census Tract 96",,,"Census Tract 96, Philadelphia County, Pennsylvania","42101009600","405273","0",,,,,,,,2226,3775,1553,920,218,702,81,621,633,321,312,59.24,14.04,45.2,5.22,39.99,40.76,20.67,20.09,1553,518,471,362,134,18,50,0,33.35,30.33,23.31,8.63,1.16,3.22,0,2.43,1553,831,722,53.51,46.49,831,0,831,0,100,2226,1553,673,69.77,30.23,673,118,86,469,17.53,12.78,69.69,2226,2004,96,1908,142,56,0,24,0,0,0,0,90.03,4.31,85.71,6.38,2.52,0,1.08,0,0,0,0,1553,0,0,41,0,213,0,13,152,339,795,0,0,2.64,0,13.72,0,0.84,9.79,21.83,51.19,99800,663,0,91,103,125,155,71,118,0,0,13.73,15.54,18.85,23.38,10.71,17.8,0,1020
"ACSSF","pa","140","00","0008909",,,,,"42","101",,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009801","Census Tract 98.01",,,"Census Tract 98.01, Philadelphia County, Pennsylvania","42101009801","297978","0",,,,,,,,1109,2455,1051,633,246,387,80,307,418,164,254,60.23,23.41,36.82,7.61,29.21,39.77,15.6,24.17,1051,392,318,176,94,71,0,0,37.3,30.26,16.75,8.94,6.76,0,0,2.34,1051,640,411,60.89,39.11,640,46,594,7.19,92.81,1109,1051,58,94.77,5.23,58,0,0,58,0,0,100,1109,839,5,834,62,0,89,0,0,119,0,0,75.65,0.45,75.2,5.59,0,8.03,0,0,10.73,0,0,1051,0,0,0,0,120,89,146,253,363,80,0,0,0,0,11.42,8.47,13.89,24.07,34.54,7.61,152400,411,0,0,5,31,211,96,58,10,0,0,1.22,7.54,51.34,23.36,14.11,2.43,1201
"ACSSF","pa","140","00","0008910",,,,,"42","101",,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009802","Census Tract 98.02",,,"Census Tract 98.02, Philadelphia County, Pennsylvania","42101009802","613208","0",,,,,,,,2319,5713,2107,1474,459,1015,258,757,633,207,426,69.96,21.78,48.17,12.24,35.93,30.04,9.82,20.22,2107,561,587,444,288,138,89,0,26.63,27.86,21.07,13.67,6.55,4.22,0,2.71,2107,1614,493,76.6,23.4,1614,127,1487,7.87,92.13,2319,2107,212,90.86,9.14,212,122,0,90,57.55,0,42.45,2319,1995,28,1967,190,69,0,0,65,0,0,0,86.03,1.21,84.82,8.19,2.98,0,0,2.8,0,0,0,2107,0,0,0,22,0,191,186,886,571,251,0,0,0,1.04,0,9.07,8.83,42.05,27.1,11.91,155800,439,0,53,0,29,209,0,148,0,0,12.07,0,6.61,47.61,0,33.71,0,1164
"ACSSF","pa","140","00","0008911",,,,,"42","101",,,"010000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010000","Census Tract 100",,,"Census Tract 100, Philadelphia County, Pennsylvania","42101010000","497692","0",,,,,,,,2029,5100,1740,1143,434,709,73,636,597,292,305,65.69,24.94,40.75,4.2,36.55,34.31,16.78,17.53,1740,548,436,287,99,278,79,13,31.49,25.06,16.49,5.69,15.98,4.54,0.75,2.9,1740,1015,725,58.33,41.67,1015,77,938,7.59,92.41,2029,1740,289,85.76,14.24,289,131,0,158,45.33,0,54.67,2029,1455,21,1434,235,266,27,33,0,13,0,0,71.71,1.03,70.68,11.58,13.11,1.33,1.63,0,0.64,0,0,1740,0,13,21,43,0,26,115,212,420,890,0,0.75,1.21,2.47,0,1.49,6.61,12.18,24.14,51.15,129200,701,0,14,68,166,289,164,0,0,0,2,9.7,23.68,41.23,23.4,0,0,1089
"ACSSF","pa","140","00","0008912",,,,,"42","101",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010100","Census Tract 101",,,"Census Tract 101, Philadelphia County, Pennsylvania","42101010100","601423","0",,,,,,,,2978,5633,2287,1012,436,576,167,409,1275,723,552,44.25,19.06,25.19,7.3,17.88,55.75,31.61,24.14,2287,1194,340,283,263,72,135,0,52.21,14.87,12.37,11.5,3.15,5.9,0,2.42,2287,1358,929,59.38,40.62,1358,15,1343,1.1,98.9,2978,2287,691,76.8,23.2,691,0,0,691,0,0,100,2978,2515,164,2351,198,150,48,0,0,24,43,0,84.45,5.51,78.95,6.65,5.04,1.61,0,0,0.81,1.44,0,2287,0,125,16,9,11,0,96,258,342,1430,0,5.47,0.7,0.39,0.48,0,4.2,11.28,14.95,62.53,97000,782,0,0,129,311,293,49,0,0,0,0,16.5,39.77,37.47,6.27,0,0,884
"ACSSF","pa","140","00","0008913",,,,,"42","101",,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010200","Census Tract 102",,,"Census Tract 102, Philadelphia County, Pennsylvania","42101010200","360619","0",,,,,,,,1658,3507,1363,821,257,564,51,513,542,232,310,60.23,18.86,41.38,3.74,37.64,39.77,17.02,22.74,1363,518,314,216,158,107,50,0,38,23.04,15.85,11.59,7.85,3.67,0,2.57,1363,497,866,36.46,63.54,497,0,497,0,100,1658,1363,295,82.21,17.79,295,96,0,199,32.54,0,67.46,1658,1092,30,1062,131,187,50,10,131,57,0,0,65.86,1.81,64.05,7.9,11.28,3.02,0.6,7.9,3.44,0,0,1363,0,3,0,77,70,61,87,30,268,767,0,0.22,0,5.65,5.14,4.48,6.38,2.2,19.66,56.27,73000,779,96,100,134,124,170,51,104,0,12.32,12.84,17.2,15.92,21.82,6.55,13.35,0,908
"ACSSF","pa","140","00","0008914",,,,,"42","101",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010300","Census Tract 103",,,"Census Tract 103, Philadelphia County, Pennsylvania","42101010300","281275","0",,,,,,,,1305,2757,980,573,107,466,48,418,407,79,328,58.47,10.92,47.55,4.9,42.65,41.53,8.06,33.47,980,355,227,215,68,70,0,45,36.22,23.16,21.94,6.94,7.14,0,4.59,2.81,980,356,624,36.33,63.67,356,27,329,7.58,92.42,1305,980,325,75.1,24.9,325,66,27,232,20.31,8.31,71.38,1305,1106,176,930,44,123,32,0,0,0,0,0,84.75,13.49,71.26,3.37,9.43,2.45,0,0,0,0,0,980,0,0,0,8,16,53,45,137,390,331,0,0,0,0.82,1.63,5.41,4.59,13.98,39.8,33.78,106100,590,58,77,95,64,121,102,73,0,9.83,13.05,16.1,10.85,20.51,17.29,12.37,0,1002
"ACSSF","pa","140","00","0008915",,,,,"42","101",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010400","Census Tract 104",,,"Census Tract 104, Philadelphia County, Pennsylvania","42101010400","473022","0",,,,,,,,1966,3617,1540,939,152,787,24,763,601,401,200,60.97,9.87,51.1,1.56,49.55,39.03,26.04,12.99,1540,462,750,128,77,49,29,45,30,48.7,8.31,5,3.18,1.88,2.92,2.19,1540,519,1021,33.7,66.3,519,0,519,0,100,1966,1540,426,78.33,21.67,426,129,0,297,30.28,0,69.72,1966,1640,48,1592,0,44,11,26,26,200,0,19,83.42,2.44,80.98,0,2.24,0.56,1.32,1.32,10.17,0,0.97,1540,0,34,0,51,121,88,192,464,198,392,0,2.21,0,3.31,7.86,5.71,12.47,30.13,12.86,25.45,67500,986,89,43,100,482,141,27,104,0,9.03,4.36,10.14,48.88,14.3,2.74,10.55,0,948
"ACSSF","pa","140","00","0008916",,,,,"42","101",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010500","Census Tract 105",,,"Census Tract 105, Philadelphia County, Pennsylvania","42101010500","657748","0",,,,,,,,1742,4112,1493,814,322,492,134,358,679,311,368,54.52,21.57,32.95,8.98,23.98,45.48,20.83,24.65,1493,581,494,204,142,56,0,16,38.91,33.09,13.66,9.51,3.75,0,1.07,2.29,1493,558,935,37.37,62.63,558,46,512,8.24,91.76,1742,1493,249,85.71,14.29,249,0,30,219,0,12.05,87.95,1742,1084,141,943,61,75,82,61,46,333,0,0,62.23,8.09,54.13,3.5,4.31,4.71,3.5,2.64,19.12,0,0,1493,0,25,399,221,0,92,201,130,75,350,0,1.67,26.72,14.8,0,6.16,13.46,8.71,5.02,23.44,173400,935,106,176,308,181,107,57,0,0,11.34,18.82,32.94,19.36,11.44,6.1,0,0,729
"ACSSF","pa","140","00","0008917",,,,,"42","101",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010600","Census Tract 106",,,"Census Tract 106, Philadelphia County, Pennsylvania","42101010600","265467","0",,,,,,,,853,1674,638,325,61,264,0,264,313,109,204,50.94,9.56,41.38,0,41.38,49.06,17.08,31.97,638,283,199,34,9,48,41,24,44.36,31.19,5.33,1.41,7.52,6.43,3.76,2.52,638,163,475,25.55,74.45,163,0,163,0,100,853,638,215,74.79,25.21,215,20,0,195,9.3,0,90.7,853,526,31,495,76,169,6,0,29,47,0,0,61.66,3.63,58.03,8.91,19.81,0.7,0,3.4,5.51,0,0,638,5,72,48,0,58,0,68,224,8,155,0.78,11.29,7.52,0,9.09,0,10.66,35.11,1.25,24.29,97300,449,46,108,77,180,30,0,8,0,10.24,24.05,17.15,40.09,6.68,0,1.78,0,745
"ACSSF","pa","140","00","0008918",,,,,"42","101",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010700","Census Tract 107",,,"Census Tract 107, Philadelphia County, Pennsylvania","42101010700","461045","0",,,,,,,,1633,3527,1184,647,72,575,96,479,537,239,298,54.65,6.08,48.56,8.11,40.46,45.35,20.19,25.17,1184,387,347,170,79,104,73,24,32.69,29.31,14.36,6.67,8.78,6.17,2.03,2.93,1184,484,700,40.88,59.12,484,17,467,3.51,96.49,1633,1184,449,72.5,27.5,449,26,0,423,5.79,0,94.21,1633,1178,42,1136,122,161,87,0,0,85,0,0,72.14,2.57,69.57,7.47,9.86,5.33,0,0,5.21,0,0,1184,0,58,0,71,64,14,97,69,82,729,0,4.9,0,6,5.41,1.18,8.19,5.83,6.93,61.57,104000,658,79,55,93,191,167,53,20,0,12.01,8.36,14.13,29.03,25.38,8.05,3.04,0,930
"ACSSF","pa","140","00","0008919",,,,,"42","101",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010800","Census Tract 108",,,"Census Tract 108, Philadelphia County, Pennsylvania","42101010800","585732","0",,,,,,,,2179,4396,1852,935,78,857,45,812,917,370,547,50.49,4.21,46.27,2.43,43.84,49.51,19.98,29.54,1852,705,369,402,265,38,29,44,38.07,19.92,21.71,14.31,2.05,1.57,2.38,2.35,1852,544,1308,29.37,70.63,544,9,535,1.65,98.35,2179,1852,327,84.99,15.01,327,0,0,327,0,0,100,2179,1565,44,1521,142,205,72,110,15,70,0,0,71.82,2.02,69.8,6.52,9.41,3.3,5.05,0.69,3.21,0,0,1852,32,158,63,100,7,67,101,159,164,1001,1.73,8.53,3.4,5.4,0.38,3.62,5.45,8.59,8.86,54.05,107300,1225,139,316,126,81,273,131,130,29,11.35,25.8,10.29,6.61,22.29,10.69,10.61,2.37,857
"ACSSF","pa","140","00","0008920",,,,,"42","101",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010900","Census Tract 109",,,"Census Tract 109, Philadelphia County, Pennsylvania","42101010900","286242","0",,,,,,,,1183,2787,1053,522,163,359,32,327,531,153,378,49.57,15.48,34.09,3.04,31.05,50.43,14.53,35.9,1053,382,199,275,110,43,16,28,36.28,18.9,26.12,10.45,4.08,1.52,2.66,2.58,1053,229,824,21.75,78.25,229,38,191,16.59,83.41,1183,1053,130,89.01,10.99,130,0,0,130,0,0,100,1183,601,126,475,156,194,75,0,51,106,0,0,50.8,10.65,40.15,13.19,16.4,6.34,0,4.31,8.96,0,0,1053,0,192,103,64,5,43,208,114,47,277,0,18.23,9.78,6.08,0.47,4.08,19.75,10.83,4.46,26.31,306300,824,49,121,110,145,209,33,102,55,5.95,14.68,13.35,17.6,25.36,4,12.38,6.67,984
"ACSSF","pa","140","00","0008921",,,,,"42","101",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011000","Census Tract 110",,,"Census Tract 110, Philadelphia County, Pennsylvania","42101011000","508471","0",,,,,,,,1863,2950,1388,699,181,518,53,465,689,322,367,50.36,13.04,37.32,3.82,33.5,49.64,23.2,26.44,1388,666,426,141,49,0,53,53,47.98,30.69,10.16,3.53,0,3.82,3.82,2.06,1388,512,876,36.89,63.11,512,64,448,12.5,87.5,1863,1388,475,74.5,25.5,475,6,0,469,1.26,0,98.74,1863,1041,89,952,83,389,217,24,70,39,0,0,55.88,4.78,51.1,4.46,20.88,11.65,1.29,3.76,2.09,0,0,1388,0,42,0,208,17,58,7,140,216,700,0,3.03,0,14.99,1.22,4.18,0.5,10.09,15.56,50.43,80400,777,192,113,57,144,163,37,61,10,24.71,14.54,7.34,18.53,20.98,4.76,7.85,1.29,851
