Incident Date,Complaint ID,Date Received,District,Classification,Summary
5/26/22,22-0259,2022-06-14 04:00:00+00,9,LACK OF SERVICE,"According to the complainant, on 5-26-22 at 7:30 AM, while in the confines of the 9th District, they were threatened with a gun by another individual. The complainant called 911. The responding officer failed to detain the person with the gun because, they stated, one of the witnesses did not see the weapon. The complainant states there were other witnesses on location who did see the gun. When the complainant asked the officer for a supervisor, they were denied. The complainant went home, called 911 and requested a supervisor. The responding supervisor informed the complainant that there was nothing they could do, and allowed an individual to yell and curse at them without any attempt to diffuse the situation. On 5-28-22 at 4:30 AM, the complainant went to the 9th District and spoke to another supervisor, who gave them the cold shoulder, but provided a complaint form."
9/15/22,22-0435,2022-09-23 04:00:00+00,9,LACK OF SERVICE,"According to the complainant, on 9-15-22 at 2:30 PM, while in the confines of the 9th District, they flagged down officers and identified the people who robbed them earlier. The officers stopped them, but let them go. The complainant states they told the officers that they had filed a robbery assault report earlier that day, but they still let them leave."
10/20/21,22-0276,2022-06-22 04:00:00+00,9,PHYSICAL ABUSE,"According to the complainant, on 10-20-21, while in the confines of the 9th District, they were physically abused by unknown officers. Officers dragged them out of a vehicle and hurt them. An officer said, ¿You going down for attempted murder you d*ck head.¿"
6/15/22,22-0279,2022-06-23 04:00:00+00,9,UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-15-22 at 1:30 PM, while in the confines of the 9th District, they were working inside of a store when they waited on an officer. The complainant stated that the officer asked for headphones, they asked which ones and the officer pointed to the ones they wanted. The complainant got them and walked away. The officer called them back and asked them to bend over to get different ones but when they did, the officer said, ¿Sike, naw,¿ and that they were just playing. The complainant stated that they later went to their manager and reported how this encounter made them feel uncomfortable."
9/21/22,22-0457,2022-10-05 04:00:00+00,9,LACK OF SERVICE,"According to the complainant, on 9-21-22 at 9:30 PM, while in the confines of the 9th District, they called 911 because a neighborhood child was damaging their property. The complainant states that after waiting for over three hours, the complainant noticed a patrol wagon in front of their residence; the officers never exited their vehicle. When the complainant went outside, the driver of the police wagon asked, ¿Did you call?¿ The complainant states that when they responded, ¿Over three hours ago,¿ they were met with mistreatment."
6/21/22,22-0294,2022-07-05 04:00:00+00,9,PHYSICAL ABUSE,"According to the complainant, on 6-21-22 at 8:30 PM, while in the confines of the 9th District, there were assaulted by a plainclothes officer. The complainant states that an officer blindsided them by pushing them out of the way. The complainant states that their camera fell and was damaged during this incident."
7/5/22,22-0308,2022-07-11 04:00:00+00,9,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-5-22 at 2:10 PM, while in the confines of the 9th District, two 9th District officers violated departmental policies. While walking, they noticed two officers riding their bicycles on the sidewalk. The complainant stopped them, asked for their badge numbers and told them that it was against police policy to ride on the sidewalk. An officer gave the complainant their badge number. The second officer said, ¿The complaint department is closed.¿ The officer laughed and they both rode away."
11/11/16,17-0008,2017-01-17 05:00:00+00,12,LACK OF SERVICE,"According to the complainant, on 11-11-16 at 11:36am, they did not receive proper service from officers assigned to the 12th District officers."
1/10/17,17-0014,2017-01-19 05:00:00+00,12,LACK OF SERVICE,"According to the complainant, on 1-10-17 at 6:00pm, they did not receive proper service from a corporal assigned to the 12th District."
1/25/17,17-0035,2017-01-30 05:00:00+00,12,VERBAL ABUSE,"According to the complainant, on 1-25-17 at 10:10am, they were verbally abused by an officer assigned to Neighborhood Services."
,17-0053,2017-02-13 05:00:00+00,12,HARASSMENT,"According to the complaint, they are being harassed by officers assigned to the 12th District."
2/4/17,17-0054,2017-02-13 05:00:00+00,12,PHYSICAL ABUSE,"According to the complainant, on 2-4-17 at 4:00pm, they were physically and verbally abused by officers assigned to the 12th District."
2/24/17,17-0094,2017-03-01 05:00:00+00,12,PHYSICAL ABUSE,"According to the complainant, on 2-24-17 at 9:55pm, they were physically abused by an officer assigned to the 19th District."
2/23/17,17-0098,2017-03-07 05:00:00+00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-23-17 at 6:00pm, their family member was verbally abused by officers assigned to the 12th District."
3/4/17,17-0107,2017-03-10 05:00:00+00,12,DEPARTMENTAL VIOLATIONS,"According to the complaint, on 03-04-17 at 4:53pm, they were treated unprofessionally by officers assigned to the 12th District."
3/3/17,17-0125,2017-03-22 04:00:00+00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, between 3-3-17 and 3-10-17, they were harassed and falsely issued traffic citations by officers assigned to the 12th District."
4/3/17,17-0159,2017-04-21 04:00:00+00,12,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 4-3-17 at 8:41am, they were harassed by an officer assigned to the 18th District."
4/4/17,17-0165,2017-04-11 04:00:00+00,12,LACK OF SERVICE,"According to the complainants, on 4-4-17 at 2:30pm, they did not receive proper service from officers assigned to the 12th District."
4/12/17,17-0180,2017-04-20 04:00:00+00,12,LACK OF SERVICE,"According to the complainant, on 4-12-17 at 6:50pm, they were not provided proper police service and were treated unprofessionally by a sergeant and officer assigned to the 12th District."
5/3/17,17-0225,2017-05-11 04:00:00+00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-3-17 at 4:21pm, their vehicle was damaged by officer assigned to the 12th District."
,17-0241,2017-05-17 04:00:00+00,12,LACK OF SERVICE,"According to the complainant, proper police procedures were not followed by officers assigned to the 12th District and detectives assigned to Homicide."
1/15/17,17-0253,2017-05-26 04:00:00+00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-15-17, they were verbally abused and is missing property after being arrested by a sergeant assigned to the 12th District."
